0;5
0;6
0;7
0;8
0;9
0;522
0;12
0;13
0;14
0;16
0;19
0;20
0;21
0;24
0;26
0;27
0;542
0;32
0;34
0;46
0;55
0;60
0;573
0;64
0;67
0;68
0;72
0;590
0;79
0;99
0;598
0;87
0;88
0;89
0;92
0;611
0;101
0;102
0;108
0;115
0;126
0;127
0;129
0;645
0;141
0;142
0;147
0;157
0;683
0;174
0;177
0;693
0;184
0;699
0;189
0;544
0;194
0;195
0;198
0;207
0;726
0;719
0;732
0;740
0;748
0;238
0;259
0;773
0;285
0;800
0;291
0;807
0;305
0;315
0;316
0;320
0;334
0;335
0;863
0;352
0;869
0;875
0;369
0;371
0;372
0;374
0;376
0;417
0;931
0;941
0;440
0;441
0;448
0;963
0;970
0;461
0;979
0;468
0;480
0;491
0;504
0;510
1;5
1;391
2;5
2;6
2;7
2;265
2;523
2;160
2;134
2;39
2;135
2;432
2;589
2;847
2;81
2;600
2;221
2;735
2;486
2;751
2;112
2;116
2;119
2;253
2;127
3;5
3;6
3;7
3;8
3;9
3;10
3;269
3;142
3;15
3;17
3;274
3;275
3;20
3;21
3;22
3;793
3;28
3;508
3;645
3;35
3;165
3;169
3;973
3;44
3;541
3;176
3;565
3;567
3;568
3;57
3;394
3;199
3;844
3;843
3;332
3;77
3;846
3;335
3;82
3;86
3;344
3;474
3;591
3;92
3;858
3;98
3;485
3;102
3;273
3;380
3;362
3;743
3;238
3;624
3;497
3;116
3;630
3;247
3;529
3;124
3;637
4;131
4;5
4;6
4;8
4;407
4;12
4;14
4;15
4;18
4;19
4;149
4;151
4;25
4;797
4;161
4;35
4;804
4;454
4;807
4;45
4;565
4;314
4;60
4;318
4;63
4;66
4;523
4;326
4;76
4;79
4;791
4;931
4;340
4;215
4;740
4;835
4;100
4;230
4;489
4;621
4;499
4;119
4;724
4;634
4;507
5;6
5;7
5;8
5;9
5;10
5;11
5;12
5;13
5;14
5;515
5;20
5;21
5;534
5;23
5;24
5;26
5;28
5;29
5;30
5;33
5;36
5;37
5;40
5;46
5;47
5;48
5;51
5;52
5;54
5;567
5;59
5;60
5;62
5;580
5;69
5;70
5;599
5;514
5;595
5;598
5;87
5;601
5;90
5;95
5;98
5;100
5;108
5;112
5;114
5;118
5;119
5;125
5;126
5;130
5;133
5;139
5;656
5;660
5;151
5;157
5;158
5;624
5;175
5;189
5;192
5;201
5;714
5;208
5;209
5;724
5;213
5;730
5;731
5;222
5;224
5;225
5;226
5;750
5;751
5;752
5;245
5;265
5;266
5;779
5;270
5;787
5;279
5;285
5;290
5;300
5;305
5;307
5;830
5;833
5;323
5;326
5;333
5;334
5;847
5;338
5;853
5;344
5;348
5;359
5;365
5;366
5;372
5;890
5;381
5;383
5;385
5;898
5;900
5;391
5;392
5;400
5;913
5;403
5;926
5;416
5;421
5;940
5;942
5;435
5;949
5;955
5;963
5;460
5;462
5;467
5;777
5;482
5;594
5;501
5;504
5;509
6;7
6;8
6;9
6;10
6;11
6;12
6;13
6;15
6;16
6;17
6;18
6;20
6;22
6;23
6;24
6;25
6;32
6;34
6;37
6;39
6;43
6;45
6;559
6;561
6;53
6;61
